Date,Hour,Name,WorkGroup,PreSurvey
2018-09-29,15,Ramit,WORKGROUP-05,4.08
2018-09-29,16,Ramit,WORKGROUP-05,4.08
2018-09-29,17,Ramit,WORKGROUP-05,4.08
2018-09-29,18,Ramit,WORKGROUP-05,4.08
2018-09-29,19,Ramit,WORKGROUP-05,4.08
2018-09-29,20,Ramit,WORKGROUP-05,4.08
2018-09-29,21,Ramit,WORKGROUP-05,4.08
2018-09-29,22,Ramit,WORKGROUP-05,4.08
2018-09-29,23,Ramit,WORKGROUP-05,4.08
2018-09-30,0,Ramit,WORKGROUP-05,4.08
2018-09-30,1,Ramit,WORKGROUP-05,4.08
2018-09-30,2,Ramit,WORKGROUP-05,4.08
2018-09-30,3,Ramit,WORKGROUP-05,4.08
2018-09-30,4,Ramit,WORKGROUP-05,4.08
2018-09-30,5,Ramit,WORKGROUP-05,4.08
2018-09-30,6,Ramit,WORKGROUP-05,4.08
2018-09-30,7,Ramit,WORKGROUP-05,4.08
2018-09-30,8,Ramit,WORKGROUP-05,4.08
2018-09-30,9,Ramit,WORKGROUP-05,4.08
2018-09-30,10,Ramit,WORKGROUP-05,4.08
2018-09-30,11,Ramit,WORKGROUP-05,4.08
2018-09-30,12,Ramit,WORKGROUP-05,4.08
2018-09-30,13,Ramit,WORKGROUP-05,4.08
2018-09-30,14,Ramit,WORKGROUP-05,4.08
2018-09-30,15,Ramit,WORKGROUP-05,4.08
2018-09-30,16,Ramit,WORKGROUP-05,4.08
2018-09-30,17,Ramit,WORKGROUP-05,4.08
2018-09-30,18,Ramit,WORKGROUP-05,4.08
2018-09-30,19,Ramit,WORKGROUP-05,4.08
2018-09-30,20,Ramit,WORKGROUP-05,4.08
2018-09-30,21,Ramit,WORKGROUP-05,4.08
2018-09-30,22,Ramit,WORKGROUP-05,4.08
2018-09-30,23,Ramit,WORKGROUP-05,4.08
2018-10-01,0,Ramit,WORKGROUP-05,4.08
2018-10-01,1,Ramit,WORKGROUP-05,4.08
2018-10-01,2,Ramit,WORKGROUP-05,4.08
2018-10-01,3,Ramit,WORKGROUP-05,4.08
2018-10-01,4,Ramit,WORKGROUP-05,4.08
2018-10-01,5,Ramit,WORKGROUP-05,4.08
2018-10-01,6,Ramit,WORKGROUP-05,4.08
2018-10-01,7,Ramit,WORKGROUP-05,4.08
2018-10-01,8,Ramit,WORKGROUP-05,4.08
2018-10-01,9,Ramit,WORKGROUP-05,4.08
2018-10-01,10,Ramit,WORKGROUP-05,4.08
2018-10-01,11,Ramit,WORKGROUP-05,4.08
2018-10-01,12,Ramit,WORKGROUP-05,4.08
2018-10-01,13,Ramit,WORKGROUP-05,4.08
2018-10-01,14,Ramit,WORKGROUP-05,4.08
2018-10-01,15,Ramit,WORKGROUP-05,4.08
2018-10-01,16,Ramit,WORKGROUP-05,4.08
2018-10-01,17,Ramit,WORKGROUP-05,4.08
2018-10-01,18,Ramit,WORKGROUP-05,4.08
2018-10-01,19,Ramit,WORKGROUP-05,4.08
2018-10-01,20,Ramit,WORKGROUP-05,4.08
2018-10-01,21,Ramit,WORKGROUP-05,4.08
2018-10-01,22,Ramit,WORKGROUP-05,4.08
2018-10-01,23,Ramit,WORKGROUP-05,4.08
2018-10-02,0,Ramit,WORKGROUP-05,4.08
2018-10-02,1,Ramit,WORKGROUP-05,4.08
2018-10-02,2,Ramit,WORKGROUP-05,4.08
2018-10-02,3,Ramit,WORKGROUP-05,4.08
2018-10-02,4,Ramit,WORKGROUP-05,4.08
2018-10-02,5,Ramit,WORKGROUP-05,4.08
2018-10-02,6,Ramit,WORKGROUP-05,4.08
2018-10-02,7,Ramit,WORKGROUP-05,4.08
2018-10-02,8,Ramit,WORKGROUP-05,4.08
2018-10-02,9,Ramit,WORKGROUP-05,4.08
2018-10-02,10,Ramit,WORKGROUP-05,4.08
2018-10-02,11,Ramit,WORKGROUP-05,4.08
2018-10-02,12,Ramit,WORKGROUP-05,4.08
2018-10-02,13,Ramit,WORKGROUP-05,4.08
2018-10-02,14,Ramit,WORKGROUP-05,4.08
2018-10-02,15,Ramit,WORKGROUP-05,4.08
2018-10-02,16,Ramit,WORKGROUP-05,4.08
2018-10-02,17,Ramit,WORKGROUP-05,4.08
2018-10-02,18,Ramit,WORKGROUP-05,4.08
2018-10-02,19,Ramit,WORKGROUP-05,4.08
2018-10-02,20,Ramit,WORKGROUP-05,4.08
2018-10-02,21,Ramit,WORKGROUP-05,4.08
2018-10-02,22,Ramit,WORKGROUP-05,4.08
2018-10-02,23,Ramit,WORKGROUP-05,4.08
2018-10-03,0,Ramit,WORKGROUP-05,4.08
2018-10-03,1,Ramit,WORKGROUP-05,4.08
2018-10-03,2,Ramit,WORKGROUP-05,4.08
2018-10-03,3,Ramit,WORKGROUP-05,4.08
2018-10-03,4,Ramit,WORKGROUP-05,4.08
2018-10-03,5,Ramit,WORKGROUP-05,4.08
2018-10-03,6,Ramit,WORKGROUP-05,4.08
2018-10-03,7,Ramit,WORKGROUP-05,4.08
2018-10-03,8,Ramit,WORKGROUP-05,4.08
2018-10-03,9,Ramit,WORKGROUP-05,4.08
2018-10-03,10,Ramit,WORKGROUP-05,4.08
2018-10-03,11,Ramit,WORKGROUP-05,4.08
2018-10-03,12,Ramit,WORKGROUP-05,4.08
2018-10-03,13,Ramit,WORKGROUP-05,4.08
2018-10-03,14,Ramit,WORKGROUP-05,4.08
2018-10-03,15,Ramit,WORKGROUP-05,4.08
2018-10-03,16,Ramit,WORKGROUP-05,4.08
2018-10-03,17,Ramit,WORKGROUP-05,4.08
2018-10-03,18,Ramit,WORKGROUP-05,4.08
2018-10-03,19,Ramit,WORKGROUP-05,4.08
2018-10-03,20,Ramit,WORKGROUP-05,4.08
2018-10-03,21,Ramit,WORKGROUP-05,4.08
2018-10-03,22,Ramit,WORKGROUP-05,4.08
2018-10-03,23,Ramit,WORKGROUP-05,4.08
2018-10-04,0,Ramit,WORKGROUP-05,4.08
2018-10-04,1,Ramit,WORKGROUP-05,4.08
2018-10-04,2,Ramit,WORKGROUP-05,4.08
2018-10-04,3,Ramit,WORKGROUP-05,4.08
2018-10-04,4,Ramit,WORKGROUP-05,4.08
2018-10-04,5,Ramit,WORKGROUP-05,4.08
2018-10-04,6,Ramit,WORKGROUP-05,4.08
2018-10-04,7,Ramit,WORKGROUP-05,4.08
2018-10-04,8,Ramit,WORKGROUP-05,4.08
2018-10-04,9,Ramit,WORKGROUP-05,4.08
2018-10-04,10,Ramit,WORKGROUP-05,4.08
2018-10-04,11,Ramit,WORKGROUP-05,4.08
2018-10-04,12,Ramit,WORKGROUP-05,4.08
2018-10-04,13,Ramit,WORKGROUP-05,4.08
2018-10-04,14,Ramit,WORKGROUP-05,4.08
2018-10-04,15,Ramit,WORKGROUP-05,4.08
2018-10-04,16,Ramit,WORKGROUP-05,4.08
2018-10-04,17,Ramit,WORKGROUP-05,4.08
2018-10-04,18,Ramit,WORKGROUP-05,4.08
2018-10-04,19,Ramit,WORKGROUP-05,4.08
2018-10-04,20,Ramit,WORKGROUP-05,4.08
2018-10-04,21,Ramit,WORKGROUP-05,4.08
2018-10-04,22,Ramit,WORKGROUP-05,4.08
2018-10-04,23,Ramit,WORKGROUP-05,4.08
2018-10-05,0,Ramit,WORKGROUP-05,4.08
2018-10-05,1,Ramit,WORKGROUP-05,4.08
2018-10-05,2,Ramit,WORKGROUP-05,4.08
2018-10-05,3,Ramit,WORKGROUP-05,4.08
2018-10-05,4,Ramit,WORKGROUP-05,4.08
2018-10-05,5,Ramit,WORKGROUP-05,4.08
2018-10-05,6,Ramit,WORKGROUP-05,4.08
2018-10-05,7,Ramit,WORKGROUP-05,4.08
2018-10-05,8,Ramit,WORKGROUP-05,4.08
2018-10-05,9,Ramit,WORKGROUP-05,4.08
2018-10-05,10,Ramit,WORKGROUP-05,4.08
2018-10-05,11,Ramit,WORKGROUP-05,4.08
2018-10-05,12,Ramit,WORKGROUP-05,4.08
2018-10-05,13,Ramit,WORKGROUP-05,4.08
2018-10-05,14,Ramit,WORKGROUP-05,4.08
2018-10-05,15,Ramit,WORKGROUP-05,4.08
2018-10-05,16,Ramit,WORKGROUP-05,4.08
2018-10-05,17,Ramit,WORKGROUP-05,4.08
2018-10-05,18,Ramit,WORKGROUP-05,4.08
2018-10-05,19,Ramit,WORKGROUP-05,4.08
2018-10-05,20,Ramit,WORKGROUP-05,4.08
2018-10-05,21,Ramit,WORKGROUP-05,4.08
2018-10-05,22,Ramit,WORKGROUP-05,4.08
2018-10-05,23,Ramit,WORKGROUP-05,4.08
2018-10-06,0,Ramit,WORKGROUP-05,4.08
2018-10-06,1,Ramit,WORKGROUP-05,4.08
2018-10-06,2,Ramit,WORKGROUP-05,4.08
2018-10-06,3,Ramit,WORKGROUP-05,4.08
2018-10-06,4,Ramit,WORKGROUP-05,4.08
2018-10-06,5,Ramit,WORKGROUP-05,4.08
2018-10-06,6,Ramit,WORKGROUP-05,4.08
2018-10-06,7,Ramit,WORKGROUP-05,4.08
2018-10-06,8,Ramit,WORKGROUP-05,4.08
2018-10-06,9,Ramit,WORKGROUP-05,4.08
2018-10-06,10,Ramit,WORKGROUP-05,4.08
2018-10-06,11,Ramit,WORKGROUP-05,4.08
2018-10-06,12,Ramit,WORKGROUP-05,4.08
2018-10-06,13,Ramit,WORKGROUP-05,4.08
2018-10-06,14,Ramit,WORKGROUP-05,4.08
2018-10-06,15,Ramit,WORKGROUP-05,4.08
2018-10-06,16,Ramit,WORKGROUP-05,4.08
2018-10-06,17,Ramit,WORKGROUP-05,4.08
2018-10-06,18,Ramit,WORKGROUP-05,4.08
2018-10-06,19,Ramit,WORKGROUP-05,4.08
2018-10-06,20,Ramit,WORKGROUP-05,4.08
2018-10-06,21,Ramit,WORKGROUP-05,4.08
2018-10-06,22,Ramit,WORKGROUP-05,4.08
2018-10-06,23,Ramit,WORKGROUP-05,4.08
2018-10-07,0,Ramit,WORKGROUP-05,4.08
2018-10-07,1,Ramit,WORKGROUP-05,4.08
2018-10-07,2,Ramit,WORKGROUP-05,4.08
2018-10-07,3,Ramit,WORKGROUP-05,4.08
2018-10-07,4,Ramit,WORKGROUP-05,4.08
2018-10-07,5,Ramit,WORKGROUP-05,4.08
2018-10-07,6,Ramit,WORKGROUP-05,4.08
2018-10-07,7,Ramit,WORKGROUP-05,4.08
2018-10-07,8,Ramit,WORKGROUP-05,4.08
2018-10-07,9,Ramit,WORKGROUP-05,4.08
2018-10-07,10,Ramit,WORKGROUP-05,4.08
2018-10-07,11,Ramit,WORKGROUP-05,4.08
2018-10-07,12,Ramit,WORKGROUP-05,4.08
2018-10-07,13,Ramit,WORKGROUP-05,4.08
2018-10-07,14,Ramit,WORKGROUP-05,4.08
2018-10-07,15,Ramit,WORKGROUP-05,4.08
2018-10-07,16,Ramit,WORKGROUP-05,4.08
2018-10-07,17,Ramit,WORKGROUP-05,4.08
2018-10-07,18,Ramit,WORKGROUP-05,4.08
2018-10-07,19,Ramit,WORKGROUP-05,4.08
2018-10-07,20,Ramit,WORKGROUP-05,4.08
2018-10-07,21,Ramit,WORKGROUP-05,4.08
2018-10-07,22,Ramit,WORKGROUP-05,4.08
2018-10-07,23,Ramit,WORKGROUP-05,4.08
2018-10-08,0,Ramit,WORKGROUP-05,4.08
2018-10-08,1,Ramit,WORKGROUP-05,4.08
2018-10-08,2,Ramit,WORKGROUP-05,4.08
2018-10-08,3,Ramit,WORKGROUP-05,4.08
2018-10-08,4,Ramit,WORKGROUP-05,4.08
2018-10-08,5,Ramit,WORKGROUP-05,4.08
2018-10-08,6,Ramit,WORKGROUP-05,4.08
2018-10-08,7,Ramit,WORKGROUP-05,4.08
2018-10-08,8,Ramit,WORKGROUP-05,4.08
2018-10-08,9,Ramit,WORKGROUP-05,4.08
2018-10-08,10,Ramit,WORKGROUP-05,4.08
2018-10-08,11,Ramit,WORKGROUP-05,4.08
2018-10-08,12,Ramit,WORKGROUP-05,4.08
2018-10-08,13,Ramit,WORKGROUP-05,4.08
2018-10-08,14,Ramit,WORKGROUP-05,4.08
2018-10-08,15,Ramit,WORKGROUP-05,4.08
2018-10-08,16,Ramit,WORKGROUP-05,4.08
2018-10-08,17,Ramit,WORKGROUP-05,4.08
2018-10-08,18,Ramit,WORKGROUP-05,4.08
2018-10-08,19,Ramit,WORKGROUP-05,4.08
2018-10-08,20,Ramit,WORKGROUP-05,4.08
2018-10-08,21,Ramit,WORKGROUP-05,4.08
2018-10-08,22,Ramit,WORKGROUP-05,4.08
2018-10-08,23,Ramit,WORKGROUP-05,4.08
2018-10-09,0,Ramit,WORKGROUP-05,4.08
2018-10-09,1,Ramit,WORKGROUP-05,4.08
2018-10-09,2,Ramit,WORKGROUP-05,4.08
2018-10-09,3,Ramit,WORKGROUP-05,4.08
2018-10-09,4,Ramit,WORKGROUP-05,4.08
2018-10-09,5,Ramit,WORKGROUP-05,4.08
2018-10-09,6,Ramit,WORKGROUP-05,4.08
2018-10-09,7,Ramit,WORKGROUP-05,4.08
2018-10-09,8,Ramit,WORKGROUP-05,4.08
2018-10-09,9,Ramit,WORKGROUP-05,4.08
2018-10-09,10,Ramit,WORKGROUP-05,4.08
2018-10-09,11,Ramit,WORKGROUP-05,4.08
2018-10-09,12,Ramit,WORKGROUP-05,4.08
2018-10-09,13,Ramit,WORKGROUP-05,4.08
2018-10-09,14,Ramit,WORKGROUP-05,4.08
2018-10-09,15,Ramit,WORKGROUP-05,4.08
2018-10-09,16,Ramit,WORKGROUP-05,4.08
2018-10-09,17,Ramit,WORKGROUP-05,4.08
2018-10-09,18,Ramit,WORKGROUP-05,4.08
2018-10-09,19,Ramit,WORKGROUP-05,4.08
2018-10-09,20,Ramit,WORKGROUP-05,4.08
2018-10-09,21,Ramit,WORKGROUP-05,4.08
2018-10-09,22,Ramit,WORKGROUP-05,4.08
2018-10-09,23,Ramit,WORKGROUP-05,4.08
2018-10-10,0,Ramit,WORKGROUP-05,4.08
2018-10-10,1,Ramit,WORKGROUP-05,4.08
2018-10-10,2,Ramit,WORKGROUP-05,4.08
2018-10-10,3,Ramit,WORKGROUP-05,4.08
2018-10-10,4,Ramit,WORKGROUP-05,4.08
2018-10-10,5,Ramit,WORKGROUP-05,4.08
2018-10-10,6,Ramit,WORKGROUP-05,4.08
2018-10-10,7,Ramit,WORKGROUP-05,4.08
2018-10-10,8,Ramit,WORKGROUP-05,4.08
2018-10-10,9,Ramit,WORKGROUP-05,4.08
2018-10-10,10,Ramit,WORKGROUP-05,4.08
2018-10-10,11,Ramit,WORKGROUP-05,4.08
2018-10-10,12,Ramit,WORKGROUP-05,4.08
2018-10-10,13,Ramit,WORKGROUP-05,4.08
2018-10-10,14,Ramit,WORKGROUP-05,4.08
2018-10-10,15,Ramit,WORKGROUP-05,4.08
2018-10-10,16,Ramit,WORKGROUP-05,4.08
2018-10-10,17,Ramit,WORKGROUP-05,4.08
2018-10-10,18,Ramit,WORKGROUP-05,4.08
2018-10-10,19,Ramit,WORKGROUP-05,4.08
2018-10-10,20,Ramit,WORKGROUP-05,4.08
2018-10-10,21,Ramit,WORKGROUP-05,4.08
2018-10-10,22,Ramit,WORKGROUP-05,4.08
2018-10-10,23,Ramit,WORKGROUP-05,4.08
2018-10-11,0,Ramit,WORKGROUP-05,4.08
2018-10-11,1,Ramit,WORKGROUP-05,4.08
2018-10-11,2,Ramit,WORKGROUP-05,4.08
2018-10-11,3,Ramit,WORKGROUP-05,4.08
2018-10-11,4,Ramit,WORKGROUP-05,4.08
2018-10-11,5,Ramit,WORKGROUP-05,4.08
2018-10-11,6,Ramit,WORKGROUP-05,4.08
2018-10-11,7,Ramit,WORKGROUP-05,4.08
2018-10-11,8,Ramit,WORKGROUP-05,4.08
2018-10-11,9,Ramit,WORKGROUP-05,4.08
2018-10-11,10,Ramit,WORKGROUP-05,4.08
2018-10-11,11,Ramit,WORKGROUP-05,4.08
2018-10-11,12,Ramit,WORKGROUP-05,4.08
2018-10-11,13,Ramit,WORKGROUP-05,4.08
2018-10-11,14,Ramit,WORKGROUP-05,4.08
2018-10-11,15,Ramit,WORKGROUP-05,4.08
2018-10-11,16,Ramit,WORKGROUP-05,4.08
2018-10-11,17,Ramit,WORKGROUP-05,4.08
2018-10-11,18,Ramit,WORKGROUP-05,4.08
2018-10-11,19,Ramit,WORKGROUP-05,4.08
2018-10-11,20,Ramit,WORKGROUP-05,4.08
2018-10-11,21,Ramit,WORKGROUP-05,4.08
2018-10-11,22,Ramit,WORKGROUP-05,4.08
2018-10-11,23,Ramit,WORKGROUP-05,4.08
2018-10-12,0,Ramit,WORKGROUP-05,4.08
2018-10-12,1,Ramit,WORKGROUP-05,4.08
2018-10-12,2,Ramit,WORKGROUP-05,4.08
2018-10-12,3,Ramit,WORKGROUP-05,4.08
2018-10-12,4,Ramit,WORKGROUP-05,4.08
2018-10-12,5,Ramit,WORKGROUP-05,4.08
2018-10-12,6,Ramit,WORKGROUP-05,4.08
2018-10-12,7,Ramit,WORKGROUP-05,4.08
2018-10-12,8,Ramit,WORKGROUP-05,4.08
2018-10-12,9,Ramit,WORKGROUP-05,4.08
2018-10-12,10,Ramit,WORKGROUP-05,4.08
2018-10-12,11,Ramit,WORKGROUP-05,4.08
2018-10-12,12,Ramit,WORKGROUP-05,4.08
2018-10-12,13,Ramit,WORKGROUP-05,4.08
2018-10-12,14,Ramit,WORKGROUP-05,4.08
2018-10-12,15,Ramit,WORKGROUP-05,4.08
2018-10-12,16,Ramit,WORKGROUP-05,4.08
2018-10-12,17,Ramit,WORKGROUP-05,4.08
2018-10-12,18,Ramit,WORKGROUP-05,4.08
2018-10-12,19,Ramit,WORKGROUP-05,4.08
2018-10-12,20,Ramit,WORKGROUP-05,4.08
2018-10-12,21,Ramit,WORKGROUP-05,4.08
2018-10-12,22,Ramit,WORKGROUP-05,4.08
2018-10-12,23,Ramit,WORKGROUP-05,4.08
2018-10-13,0,Ramit,WORKGROUP-05,4.08
2018-10-13,1,Ramit,WORKGROUP-05,4.08
2018-10-13,2,Ramit,WORKGROUP-05,4.08
2018-10-13,3,Ramit,WORKGROUP-05,4.08
2018-10-13,4,Ramit,WORKGROUP-05,4.08
2018-10-13,5,Ramit,WORKGROUP-05,4.08
2018-10-13,6,Ramit,WORKGROUP-05,4.08
2018-10-13,7,Ramit,WORKGROUP-05,4.08
2018-10-13,8,Ramit,WORKGROUP-05,4.08
2018-10-13,9,Ramit,WORKGROUP-05,4.08
2018-10-13,10,Ramit,WORKGROUP-05,4.08
2018-10-13,11,Ramit,WORKGROUP-05,4.08
2018-10-13,12,Ramit,WORKGROUP-05,4.08
2018-10-13,13,Ramit,WORKGROUP-05,4.08
2018-10-13,14,Ramit,WORKGROUP-05,4.08
2018-10-13,15,Ramit,WORKGROUP-05,4.08
2018-10-13,16,Ramit,WORKGROUP-05,4.08
2018-10-13,17,Ramit,WORKGROUP-05,4.08
2018-10-13,18,Ramit,WORKGROUP-05,4.08
2018-10-13,19,Ramit,WORKGROUP-05,4.08
2018-10-13,20,Ramit,WORKGROUP-05,4.08
2018-10-13,21,Ramit,WORKGROUP-05,4.08
2018-10-13,22,Ramit,WORKGROUP-05,4.08
2018-10-13,23,Ramit,WORKGROUP-05,4.08
2018-10-14,0,Ramit,WORKGROUP-05,4.08
2018-10-14,1,Ramit,WORKGROUP-05,4.08
2018-10-14,2,Ramit,WORKGROUP-05,4.08
2018-10-14,3,Ramit,WORKGROUP-05,4.08
2018-10-14,4,Ramit,WORKGROUP-05,4.08
2018-10-14,5,Ramit,WORKGROUP-05,4.08
2018-10-14,6,Ramit,WORKGROUP-05,4.08
2018-10-14,7,Ramit,WORKGROUP-05,4.08
2018-10-14,8,Ramit,WORKGROUP-05,4.08
2018-10-14,9,Ramit,WORKGROUP-05,4.08
2018-10-14,10,Ramit,WORKGROUP-05,4.08
2018-10-14,11,Ramit,WORKGROUP-05,4.08
2018-10-14,12,Ramit,WORKGROUP-05,4.08
2018-10-14,13,Ramit,WORKGROUP-05,4.08
2018-10-14,14,Ramit,WORKGROUP-05,4.08
2018-10-14,15,Ramit,WORKGROUP-05,4.08
2018-10-14,16,Ramit,WORKGROUP-05,4.08
2018-10-14,17,Ramit,WORKGROUP-05,4.08
2018-10-14,18,Ramit,WORKGROUP-05,4.08
2018-10-14,19,Ramit,WORKGROUP-05,4.08
2018-10-14,20,Ramit,WORKGROUP-05,4.08
2018-10-14,21,Ramit,WORKGROUP-05,4.08
2018-10-14,22,Ramit,WORKGROUP-05,4.08
2018-10-14,23,Ramit,WORKGROUP-05,4.08
2018-10-15,0,Ramit,WORKGROUP-05,4.08
2018-10-15,1,Ramit,WORKGROUP-05,4.08
2018-10-15,2,Ramit,WORKGROUP-05,4.08
2018-10-15,3,Ramit,WORKGROUP-05,4.08
2018-10-15,4,Ramit,WORKGROUP-05,4.08
2018-10-15,5,Ramit,WORKGROUP-05,4.08
2018-10-15,6,Ramit,WORKGROUP-05,4.08
2018-10-15,7,Ramit,WORKGROUP-05,4.08
2018-10-15,8,Ramit,WORKGROUP-05,4.08
2018-10-15,9,Ramit,WORKGROUP-05,4.08
2018-10-15,10,Ramit,WORKGROUP-05,4.08
2018-10-15,11,Ramit,WORKGROUP-05,4.08
2018-10-15,12,Ramit,WORKGROUP-05,4.08
2018-10-15,13,Ramit,WORKGROUP-05,4.08
2018-10-15,14,Ramit,WORKGROUP-05,4.08
2018-10-15,15,Ramit,WORKGROUP-05,4.08
2018-10-15,16,Ramit,WORKGROUP-05,4.08
2018-10-15,17,Ramit,WORKGROUP-05,4.08
2018-10-15,18,Ramit,WORKGROUP-05,4.08
2018-10-15,19,Ramit,WORKGROUP-05,4.08
2018-10-15,20,Ramit,WORKGROUP-05,4.08
2018-10-15,21,Ramit,WORKGROUP-05,4.08
2018-10-15,22,Ramit,WORKGROUP-05,4.08
2018-10-15,23,Ramit,WORKGROUP-05,4.08
2018-10-16,0,Ramit,WORKGROUP-05,4.08
2018-10-16,1,Ramit,WORKGROUP-05,4.08
2018-10-16,2,Ramit,WORKGROUP-05,4.08
2018-10-16,3,Ramit,WORKGROUP-05,4.08
2018-10-16,4,Ramit,WORKGROUP-05,4.08
2018-10-16,5,Ramit,WORKGROUP-05,4.08
2018-10-16,6,Ramit,WORKGROUP-05,4.08
2018-10-16,7,Ramit,WORKGROUP-05,4.08
2018-10-16,8,Ramit,WORKGROUP-05,4.08
2018-10-16,9,Ramit,WORKGROUP-05,4.08
2018-10-16,10,Ramit,WORKGROUP-05,4.08
2018-10-16,11,Ramit,WORKGROUP-05,4.08
2018-10-16,12,Ramit,WORKGROUP-05,4.08
2018-10-16,13,Ramit,WORKGROUP-05,4.08
2018-10-16,14,Ramit,WORKGROUP-05,4.08
2018-10-16,15,Ramit,WORKGROUP-05,4.08
2018-10-16,16,Ramit,WORKGROUP-05,4.08
2018-10-16,17,Ramit,WORKGROUP-05,4.08
2018-10-16,18,Ramit,WORKGROUP-05,4.08
2018-10-16,19,Ramit,WORKGROUP-05,4.08
2018-10-16,20,Ramit,WORKGROUP-05,4.08
2018-10-16,21,Ramit,WORKGROUP-05,4.08
2018-10-16,22,Ramit,WORKGROUP-05,4.08
2018-10-16,23,Ramit,WORKGROUP-05,4.08
2018-10-17,0,Ramit,WORKGROUP-05,4.08
2018-10-17,1,Ramit,WORKGROUP-05,4.08
2018-10-17,2,Ramit,WORKGROUP-05,4.08
2018-10-17,3,Ramit,WORKGROUP-05,4.08
2018-10-17,4,Ramit,WORKGROUP-05,4.08
2018-10-17,5,Ramit,WORKGROUP-05,4.08
2018-10-17,6,Ramit,WORKGROUP-05,4.08
2018-10-17,7,Ramit,WORKGROUP-05,4.08
2018-10-17,8,Ramit,WORKGROUP-05,4.08
2018-10-17,9,Ramit,WORKGROUP-05,4.08
2018-10-17,10,Ramit,WORKGROUP-05,4.08
2018-10-17,11,Ramit,WORKGROUP-05,4.08
2018-10-17,12,Ramit,WORKGROUP-05,4.08
2018-10-17,13,Ramit,WORKGROUP-05,4.08
2018-10-17,14,Ramit,WORKGROUP-05,4.08
2018-10-17,15,Ramit,WORKGROUP-05,4.08
2018-10-17,16,Ramit,WORKGROUP-05,4.08
2018-10-17,17,Ramit,WORKGROUP-05,4.08
2018-10-17,18,Ramit,WORKGROUP-05,4.08
2018-10-17,19,Ramit,WORKGROUP-05,4.08
2018-10-17,20,Ramit,WORKGROUP-05,4.08
2018-10-17,21,Ramit,WORKGROUP-05,4.08
2018-10-17,22,Ramit,WORKGROUP-05,4.08
2018-10-17,23,Ramit,WORKGROUP-05,4.08
2018-10-18,0,Ramit,WORKGROUP-05,4.08
2018-10-18,1,Ramit,WORKGROUP-05,4.08
2018-10-18,2,Ramit,WORKGROUP-05,4.08
2018-10-18,3,Ramit,WORKGROUP-05,4.08
2018-10-18,4,Ramit,WORKGROUP-05,4.08
2018-10-18,5,Ramit,WORKGROUP-05,4.08
2018-10-18,6,Ramit,WORKGROUP-05,4.08
2018-10-18,7,Ramit,WORKGROUP-05,4.08
2018-10-18,8,Ramit,WORKGROUP-05,4.08
2018-10-18,9,Ramit,WORKGROUP-05,4.08
2018-10-18,10,Ramit,WORKGROUP-05,4.08
2018-10-18,11,Ramit,WORKGROUP-05,4.08
2018-10-18,12,Ramit,WORKGROUP-05,4.08
2018-10-18,13,Ramit,WORKGROUP-05,4.08
2018-10-18,14,Ramit,WORKGROUP-05,4.08
2018-10-18,15,Ramit,WORKGROUP-05,4.08
2018-10-18,16,Ramit,WORKGROUP-05,4.08
2018-10-18,17,Ramit,WORKGROUP-05,4.08
2018-10-18,18,Ramit,WORKGROUP-05,4.08
2018-10-18,19,Ramit,WORKGROUP-05,4.08
2018-10-18,20,Ramit,WORKGROUP-05,4.08
2018-10-18,21,Ramit,WORKGROUP-05,4.08
2018-10-18,22,Ramit,WORKGROUP-05,4.08
2018-10-18,23,Ramit,WORKGROUP-05,4.08
2018-10-19,0,Ramit,WORKGROUP-05,4.08
2018-10-19,1,Ramit,WORKGROUP-05,4.08
2018-10-19,2,Ramit,WORKGROUP-05,4.08
2018-10-19,3,Ramit,WORKGROUP-05,4.08
2018-10-19,4,Ramit,WORKGROUP-05,4.08
2018-10-19,5,Ramit,WORKGROUP-05,4.08
2018-10-19,6,Ramit,WORKGROUP-05,4.08
2018-10-19,7,Ramit,WORKGROUP-05,4.08
2018-10-19,8,Ramit,WORKGROUP-05,4.08
2018-10-19,9,Ramit,WORKGROUP-05,4.08
2018-10-19,10,Ramit,WORKGROUP-05,4.08
2018-10-19,11,Ramit,WORKGROUP-05,4.08
2018-10-19,12,Ramit,WORKGROUP-05,4.08
2018-10-19,13,Ramit,WORKGROUP-05,4.08
2018-10-19,14,Ramit,WORKGROUP-05,4.08
2018-10-19,15,Ramit,WORKGROUP-05,4.08
2018-10-19,16,Ramit,WORKGROUP-05,4.08
2018-10-19,17,Ramit,WORKGROUP-05,4.08
2018-10-19,18,Ramit,WORKGROUP-05,4.08
2018-10-19,19,Ramit,WORKGROUP-05,4.08
2018-10-19,20,Ramit,WORKGROUP-05,4.08
2018-10-19,21,Ramit,WORKGROUP-05,4.08
2018-10-19,22,Ramit,WORKGROUP-05,4.08
2018-10-19,23,Ramit,WORKGROUP-05,4.08
2018-10-20,0,Ramit,WORKGROUP-05,4.08
2018-10-20,1,Ramit,WORKGROUP-05,4.08
2018-10-20,2,Ramit,WORKGROUP-05,4.08
2018-10-20,3,Ramit,WORKGROUP-05,4.08
2018-10-20,4,Ramit,WORKGROUP-05,4.08
2018-10-20,5,Ramit,WORKGROUP-05,4.08
2018-10-20,6,Ramit,WORKGROUP-05,4.08
2018-10-20,7,Ramit,WORKGROUP-05,4.08
2018-10-20,8,Ramit,WORKGROUP-05,4.08
2018-10-20,9,Ramit,WORKGROUP-05,4.08
