No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,Iws,Is,Ir,wnd_dir
10529,2011,3,15,16,21.0,-19,10.0,1022.0,295.92,0,0,1
10530,2011,3,15,17,19.0,-19,9.0,1022.0,305.75,0,0,1
10531,2011,3,15,18,19.0,-18,9.0,1022.0,312.9,0,0,1
10532,2011,3,15,19,18.0,-19,7.0,1023.0,321.84,0,0,1
10533,2011,3,15,20,16.0,-16,6.0,1025.0,331.67,0,0,1
10534,2011,3,15,21,14.0,-16,5.0,1026.0,339.72,0,0,1
10535,2011,3,15,22,23.0,-15,5.0,1026.0,345.53,0,0,1
10536,2011,3,15,23,16.0,-17,5.0,1026.0,351.34,0,0,1
10537,2011,3,16,0,18.0,-16,4.0,1026.0,356.26,0,0,1
10538,2011,3,16,1,17.0,-15,1.0,1026.0,0.89,0,0,3
10539,2011,3,16,2,7.0,-13,1.0,1026.0,3.13,0,0,0
10540,2011,3,16,3,7.0,-13,1.0,1025.0,1.79,0,0,1
10541,2011,3,16,4,19.0,-11,0.0,1025.0,4.02,0,0,0
10542,2011,3,16,5,15.0,-11,-1.0,1026.0,7.15,0,0,0
10543,2011,3,16,6,23.0,-13,-1.0,1026.0,0.89,0,0,3
10544,2011,3,16,7,24.0,-11,-2.0,1026.0,1.79,0,0,2
10545,2011,3,16,8,19.0,-15,2.0,1027.0,3.13,0,0,0
10546,2011,3,16,9,33.0,-14,3.0,1027.0,4.92,0,0,0
10547,2011,3,16,10,32.0,-14,6.0,1026.0,1.79,0,0,2
10548,2011,3,16,11,30.0,-14,6.0,1026.0,1.79,0,0,1
10549,2011,3,16,12,26.0,-14,7.0,1025.0,1.79,0,0,3
10550,2011,3,16,13,45.0,-14,9.0,1024.0,4.02,0,0,2
10551,2011,3,16,14,40.0,-13,10.0,1022.0,8.04,0,0,2
10552,2011,3,16,15,37.0,-13,11.0,1021.0,12.96,0,0,2
10553,2011,3,16,16,27.0,-13,11.0,1021.0,16.98,0,0,2
10554,2011,3,16,17,27.0,-13,10.0,1020.0,21.0,0,0,2
10555,2011,3,16,18,44.0,-13,9.0,1020.0,25.02,0,0,2
10556,2011,3,16,19,79.0,-12,7.0,1021.0,26.81,0,0,2
10557,2011,3,16,20,117.0,-11,5.0,1021.0,28.6,0,0,2
10558,2011,3,16,21,70.0,-12,4.0,1021.0,30.39,0,0,2
10559,2011,3,16,22,76.0,-11,3.0,1022.0,0.89,0,0,3
10560,2011,3,16,23,90.0,-13,2.0,1022.0,1.78,0,0,3
10561,2011,3,17,0,105.0,-12,1.0,1021.0,0.89,0,0,0
10562,2011,3,17,1,125.0,-9,2.0,1021.0,1.79,0,0,2
10563,2011,3,17,2,138.0,-7,2.0,1021.0,4.92,0,0,2
10564,2011,3,17,3,128.0,-8,1.0,1021.0,0.89,0,0,1
10565,2011,3,17,4,110.0,-9,-1.0,1021.0,2.68,0,0,1
10566,2011,3,17,5,109.0,-10,-2.0,1021.0,4.47,0,0,1
10567,2011,3,17,6,105.0,-9,-3.0,1021.0,6.26,0,0,1
10568,2011,3,17,7,104.0,-9,-2.0,1021.0,7.15,0,0,1
10569,2011,3,17,8,107.0,-9,2.0,1021.0,0.89,0,0,0
10570,2011,3,17,9,101.0,-6,5.0,1021.0,1.79,0,0,2
10571,2011,3,17,10,115.0,-6,8.0,1020.0,1.79,0,0,3
10572,2011,3,17,11,116.0,-6,10.0,1020.0,3.13,0,0,2
10573,2011,3,17,12,132.0,-5,11.0,1019.0,1.79,0,0,3
10574,2011,3,17,13,135.0,-5,13.0,1018.0,4.02,0,0,2
10575,2011,3,17,14,123.0,-6,15.0,1016.0,7.15,0,0,2
10576,2011,3,17,15,112.0,-8,16.0,1015.0,11.17,0,0,2
10577,2011,3,17,16,96.0,-10,17.0,1014.0,15.19,0,0,2
10578,2011,3,17,17,96.0,-12,16.0,1014.0,19.21,0,0,2
10579,2011,3,17,18,90.0,-10,14.0,1013.0,0.89,0,0,3
10580,2011,3,17,19,99.0,-9,9.0,1013.0,1.79,0,0,2
10581,2011,3,17,20,126.0,-9,9.0,1014.0,2.68,0,0,2
10673,2011,3,21,16,13.0,-24,9.0,1025.0,93.42,0,0,1
10674,2011,3,21,17,13.0,-23,9.0,1025.0,100.57,0,0,1
10675,2011,3,21,18,28.0,-22,8.0,1025.0,107.72,0,0,1
10676,2011,3,21,19,33.0,-21,7.0,1027.0,116.66,0,0,1
10677,2011,3,21,20,14.0,-21,6.0,1028.0,124.71,0,0,1
10678,2011,3,21,21,20.0,-23,4.0,1030.0,132.76,0,0,1
10679,2011,3,21,22,23.0,-24,4.0,1031.0,142.59,0,0,1
10680,2011,3,21,23,24.0,-24,3.0,1031.0,150.64,0,0,1
10681,2011,3,22,0,17.0,-24,3.0,1031.0,159.58,0,0,1
10682,2011,3,22,1,12.0,-24,2.0,1031.0,166.73,0,0,1
10683,2011,3,22,2,12.0,-24,2.0,1031.0,173.88,0,0,1
10684,2011,3,22,3,9.0,-24,2.0,1031.0,182.82,0,0,1
10685,2011,3,22,4,8.0,-23,1.0,1031.0,186.84,0,0,1
10686,2011,3,22,5,9.0,-22,0.0,1031.0,189.97,0,0,1
10687,2011,3,22,6,15.0,-19,-1.0,1032.0,3.13,0,0,2
10688,2011,3,22,7,13.0,-22,1.0,1031.0,3.13,0,0,1
10689,2011,3,22,8,13.0,-22,3.0,1031.0,7.15,0,0,1
10690,2011,3,22,9,12.0,-21,6.0,1031.0,11.17,0,0,1
10691,2011,3,22,10,13.0,-20,7.0,1030.0,16.09,0,0,1
10692,2011,3,22,11,14.0,-20,8.0,1029.0,21.9,0,0,1
10693,2011,3,22,12,12.0,-20,8.0,1028.0,29.95,0,0,1
10694,2011,3,22,13,18.0,-19,10.0,1026.0,35.76,0,0,1
10695,2011,3,22,14,11.0,-19,10.0,1025.0,43.81,0,0,1
10696,2011,3,22,15,22.0,-19,10.0,1025.0,51.86,0,0,1
10697,2011,3,22,16,19.0,-19,11.0,1024.0,59.91,0,0,1
10698,2011,3,22,17,14.0,-19,11.0,1024.0,68.85,0,0,1
10699,2011,3,22,18,12.0,-19,10.0,1024.0,76.0,0,0,1
10700,2011,3,22,19,17.0,-20,6.0,1024.0,79.13,0,0,1
10701,2011,3,22,20,24.0,-19,7.0,1025.0,80.92,0,0,1
10702,2011,3,22,21,41.0,-19,5.0,1026.0,84.05,0,0,1
10703,2011,3,22,22,60.0,-20,7.0,1026.0,88.97,0,0,1
10704,2011,3,22,23,21.0,-19,3.0,1026.0,90.76,0,0,1
10705,2011,3,23,0,30.0,-17,1.0,1027.0,94.78,0,0,1
10706,2011,3,23,1,23.0,-18,1.0,1027.0,98.8,0,0,1
10707,2011,3,23,2,20.0,-17,1.0,1027.0,102.82,0,0,1
10708,2011,3,23,3,24.0,-16,-1.0,1027.0,105.95,0,0,1
10709,2011,3,23,4,24.0,-19,3.0,1026.0,110.87,0,0,1
10710,2011,3,23,5,20.0,-18,2.0,1026.0,114.89,0,0,1
10711,2011,3,23,6,20.0,-18,2.0,1026.0,118.02,0,0,1
10712,2011,3,23,7,20.0,-17,4.0,1027.0,122.04,0,0,1
10713,2011,3,23,8,30.0,-18,6.0,1027.0,127.85,0,0,1
10714,2011,3,23,9,25.0,-18,7.0,1027.0,133.66,0,0,1
10715,2011,3,23,10,12.0,-18,8.0,1027.0,137.68,0,0,1
10716,2011,3,23,11,20.0,-18,9.0,1026.0,142.6,0,0,1
10717,2011,3,23,12,16.0,-18,10.0,1025.0,144.39,0,0,1
10718,2011,3,23,13,19.0,-17,10.0,1023.0,147.52,0,0,1
10719,2011,3,23,14,16.0,-16,11.0,1021.0,151.54,0,0,1
10720,2011,3,23,15,18.0,-17,10.0,1021.0,5.81,0,0,2
10721,2011,3,23,16,22.0,-17,10.0,1020.0,9.83,0,0,2
10722,2011,3,23,17,16.0,-17,10.0,1020.0,11.62,0,0,2
10723,2011,3,23,18,22.0,-14,9.0,1021.0,1.79,0,0,1
10724,2011,3,23,19,28.0,-13,10.0,1021.0,4.92,0,0,1
10725,2011,3,23,20,32.0,-12,10.0,1022.0,8.94,0,0,1
10726,2011,3,23,21,23.0,-12,9.0,1023.0,14.75,0,0,1
10727,2011,3,23,22,24.0,-12,9.0,1023.0,20.56,0,0,1
10728,2011,3,23,23,15.0,-18,8.0,1024.0,27.71,0,0,1
10730,2011,3,24,1,13.0,-20,6.0,1025.0,42.91,0,0,1
10731,2011,3,24,2,13.0,-21,6.0,1025.0,52.74,0,0,1
10732,2011,3,24,3,10.0,-21,4.0,1025.0,60.79,0,0,1
10733,2011,3,24,4,8.0,-21,4.0,1025.0,68.84,0,0,1
10734,2011,3,24,5,9.0,-20,3.0,1026.0,78.67,0,0,1
10735,2011,3,24,6,8.0,-20,3.0,1027.0,86.72,0,0,1
10736,2011,3,24,7,10.0,-20,3.0,1027.0,95.66,0,0,1
10737,2011,3,24,8,12.0,-19,4.0,1028.0,104.6,0,0,1
10738,2011,3,24,9,18.0,-18,6.0,1029.0,113.54,0,0,1
10739,2011,3,24,10,15.0,-19,6.0,1029.0,119.35,0,0,1
10740,2011,3,24,11,13.0,-18,8.0,1028.0,126.5,0,0,1
10741,2011,3,24,12,12.0,-18,9.0,1027.0,134.55,0,0,1
10742,2011,3,24,13,11.0,-18,11.0,1026.0,142.6,0,0,1
10743,2011,3,24,14,15.0,-17,12.0,1025.0,150.65,0,0,1
10744,2011,3,24,15,12.0,-18,12.0,1024.0,161.83,0,0,1
10745,2011,3,24,16,15.0,-18,12.0,1024.0,169.88,0,0,1
10746,2011,3,24,17,17.0,-19,12.0,1024.0,177.93,0,0,1
10747,2011,3,24,18,6.0,-20,11.0,1025.0,186.87,0,0,1
10748,2011,3,24,19,7.0,-19,9.0,1026.0,194.02,0,0,1
10749,2011,3,24,20,6.0,-19,8.0,1028.0,199.83,0,0,1
10750,2011,3,24,21,4.0,-19,8.0,1028.0,207.88,0,0,1
10751,2011,3,24,22,3.0,-19,7.0,1029.0,213.69,0,0,1
10752,2011,3,24,23,4.0,-19,7.0,1029.0,218.61,0,0,1
10753,2011,3,25,0,8.0,-19,7.0,1029.0,222.63,0,0,1
10754,2011,3,25,1,13.0,-19,5.0,1029.0,226.65,0,0,1
10755,2011,3,25,2,13.0,-18,4.0,1029.0,229.78,0,0,1
10756,2011,3,25,3,15.0,-18,4.0,1028.0,231.57,0,0,1
10757,2011,3,25,4,23.0,-16,2.0,1028.0,0.45,0,0,3
10758,2011,3,25,5,23.0,-17,4.0,1029.0,4.02,0,0,1
10759,2011,3,25,6,27.0,-16,3.0,1029.0,8.04,0,0,1
10760,2011,3,25,7,18.0,-15,4.0,1029.0,11.17,0,0,1
10761,2011,3,25,8,25.0,-15,7.0,1030.0,16.98,0,0,1
10762,2011,3,25,9,31.0,-15,9.0,1030.0,24.13,0,0,1
10763,2011,3,25,10,23.0,-15,10.0,1030.0,29.05,0,0,1
10764,2011,3,25,11,17.0,-15,11.0,1030.0,33.07,0,0,1
10765,2011,3,25,12,22.0,-14,12.0,1028.0,0.89,0,0,3
10766,2011,3,25,13,16.0,-14,13.0,1027.0,4.02,0,0,1
10767,2011,3,25,14,15.0,-14,15.0,1026.0,9.83,0,0,1
10768,2011,3,25,15,13.0,-13,14.0,1025.0,4.02,0,0,0
10769,2011,3,25,16,25.0,-13,13.0,1025.0,8.94,0,0,0
10770,2011,3,25,17,18.0,-13,13.0,1025.0,3.13,0,0,2
10771,2011,3,25,18,17.0,-13,13.0,1025.0,6.26,0,0,2
10772,2011,3,25,19,22.0,-12,10.0,1025.0,10.28,0,0,2
10773,2011,3,25,20,39.0,-12,9.0,1026.0,13.41,0,0,2
10774,2011,3,25,21,21.0,-11,7.0,1026.0,15.2,0,0,2
10775,2011,3,25,22,24.0,-11,7.0,1026.0,16.99,0,0,2
10776,2011,3,25,23,37.0,-11,7.0,1026.0,18.78,0,0,2
10777,2011,3,26,0,36.0,-10,4.0,1026.0,0.89,0,0,3
10778,2011,3,26,1,46.0,-10,5.0,1026.0,1.79,0,0,2
10779,2011,3,26,2,57.0,-10,3.0,1026.0,0.89,0,0,3
10780,2011,3,26,3,66.0,-9,1.0,1025.0,1.79,0,0,0
10781,2011,3,26,4,78.0,-10,3.0,1025.0,1.79,0,0,2
10782,2011,3,26,5,76.0,-9,2.0,1026.0,0.89,0,0,3
10783,2011,3,26,6,85.0,-7,2.0,1026.0,1.79,0,0,2
10784,2011,3,26,7,126.0,-8,2.0,1027.0,0.89,0,0,3
10785,2011,3,26,8,145.0,-7,5.0,1027.0,1.79,0,0,2
10786,2011,3,26,9,178.0,-8,7.0,1027.0,3.58,0,0,2
10787,2011,3,26,10,157.0,-10,9.0,1027.0,1.79,0,0,3
10788,2011,3,26,11,130.0,-12,11.0,1026.0,3.13,0,0,1
10789,2011,3,26,12,60.0,-12,11.0,1026.0,4.92,0,0,1
10790,2011,3,26,13,38.0,-11,13.0,1025.0,3.13,0,0,0
10791,2011,3,26,14,39.0,-13,15.0,1024.0,3.13,0,0,1
10792,2011,3,26,15,36.0,-12,15.0,1024.0,1.79,0,0,3
10793,2011,3,26,16,29.0,-13,15.0,1024.0,5.81,0,0,3
10794,2011,3,26,17,23.0,-13,15.0,1023.0,4.02,0,0,1
10795,2011,3,26,18,11.0,-13,11.0,1024.0,5.81,0,0,1
10796,2011,3,26,19,12.0,-13,12.0,1024.0,8.94,0,0,1
10797,2011,3,26,20,16.0,-12,11.0,1025.0,12.07,0,0,1
10798,2011,3,26,21,12.0,-14,8.0,1026.0,16.99,0,0,1
10799,2011,3,26,22,13.0,-17,10.0,1027.0,21.91,0,0,1
10800,2011,3,26,23,11.0,-17,10.0,1027.0,27.72,0,0,1
10801,2011,3,27,0,20.0,-16,9.0,1027.0,32.64,0,0,1
10802,2011,3,27,1,6.0,-16,9.0,1027.0,38.45,0,0,1
10803,2011,3,27,2,20.0,-15,8.0,1026.0,44.26,0,0,1
10804,2011,3,27,3,13.0,-15,8.0,1026.0,49.18,0,0,1
10805,2011,3,27,4,16.0,-16,8.0,1026.0,54.99,0,0,1
10806,2011,3,27,5,12.0,-16,7.0,1025.0,60.8,0,0,1
10807,2011,3,27,6,17.0,-16,7.0,1026.0,67.95,0,0,1
10808,2011,3,27,7,27.0,-16,8.0,1026.0,72.87,0,0,1
10809,2011,3,27,8,21.0,-16,10.0,1026.0,80.92,0,0,1
10810,2011,3,27,9,20.0,-15,12.0,1026.0,88.97,0,0,1
10811,2011,3,27,10,26.0,-15,11.0,1026.0,97.02,0,0,1
10812,2011,3,27,11,27.0,-15,13.0,1026.0,104.17,0,0,1
10813,2011,3,27,12,29.0,-13,16.0,1024.0,111.32,0,0,1
10814,2011,3,27,13,25.0,-14,16.0,1023.0,117.13,0,0,1
10815,2011,3,27,14,16.0,-13,18.0,1022.0,3.13,0,0,3
10816,2011,3,27,15,23.0,-14,18.0,1020.0,6.26,0,0,3
10817,2011,3,27,16,21.0,-13,18.0,1020.0,3.13,0,0,2
10818,2011,3,27,17,13.0,-13,16.0,1020.0,4.92,0,0,2
10819,2011,3,27,18,13.0,-13,14.0,1020.0,5.81,0,0,2
10820,2011,3,27,19,17.0,-14,13.0,1021.0,7.6,0,0,2
10821,2011,3,27,20,50.0,-13,14.0,1022.0,10.73,0,0,2
10822,2011,3,27,21,22.0,-12,9.0,1023.0,3.13,0,0,1
10823,2011,3,27,22,22.0,-5,9.0,1024.0,4.92,0,0,2
10824,2011,3,27,23,69.0,-8,8.0,1025.0,9.84,0,0,2
10825,2011,3,28,0,43.0,-9,8.0,1025.0,14.76,0,0,2
10826,2011,3,28,1,40.0,-9,7.0,1026.0,18.78,0,0,2
10827,2011,3,28,2,38.0,-9,6.0,1026.0,21.91,0,0,2
10828,2011,3,28,3,37.0,-10,5.0,1027.0,1.79,0,0,0
10829,2011,3,28,4,39.0,-10,4.0,1027.0,2.68,0,0,0
10830,2011,3,28,5,45.0,-9,2.0,1027.0,1.79,0,0,1
10831,2011,3,28,6,50.0,-9,2.0,1028.0,4.92,0,0,1
10832,2011,3,28,7,44.0,-8,3.0,1029.0,6.71,0,0,1
10833,2011,3,28,8,58.0,-9,8.0,1029.0,8.5,0,0,1
10834,2011,3,28,9,48.0,-9,10.0,1029.0,10.29,0,0,1
10835,2011,3,28,10,48.0,-9,11.0,1030.0,12.08,0,0,1
10836,2011,3,28,11,39.0,-9,11.0,1029.0,13.87,0,0,1
10837,2011,3,28,12,44.0,-9,14.0,1028.0,3.13,0,0,2
10838,2011,3,28,13,36.0,-10,14.0,1027.0,1.79,0,0,3
10839,2011,3,28,14,36.0,-11,14.0,1026.0,3.58,0,0,3
10840,2011,3,28,15,38.0,-10,15.0,1026.0,5.37,0,0,3
10841,2011,3,28,16,43.0,-10,15.0,1025.0,7.16,0,0,3
10842,2011,3,28,17,35.0,-11,14.0,1025.0,1.79,0,0,2
10843,2011,3,28,18,42.0,-10,13.0,1025.0,4.92,0,0,2
10844,2011,3,28,19,51.0,-9,12.0,1026.0,8.05,0,0,2
10845,2011,3,28,20,60.0,-3,9.0,1027.0,12.97,0,0,2
10846,2011,3,28,21,65.0,-3,8.0,1027.0,16.99,0,0,2
10847,2011,3,28,22,61.0,-3,7.0,1028.0,21.01,0,0,2
10848,2011,3,28,23,56.0,-3,6.0,1028.0,24.14,0,0,2
10849,2011,3,29,0,69.0,-3,5.0,1028.0,25.93,0,0,2
10850,2011,3,29,1,76.0,-3,4.0,1028.0,27.72,0,0,2
10851,2011,3,29,2,58.0,-3,3.0,1028.0,0.89,0,0,3
10852,2011,3,29,3,64.0,-4,2.0,1027.0,0.89,0,0,2
10853,2011,3,29,4,79.0,-3,2.0,1027.0,0.45,0,0,3
10854,2011,3,29,5,100.0,-3,2.0,1027.0,1.34,0,0,3
10855,2011,3,29,6,128.0,-3,1.0,1027.0,0.89,0,0,0
10856,2011,3,29,7,110.0,-2,1.0,1028.0,0.89,0,0,3
10857,2011,3,29,8,116.0,-3,6.0,1028.0,3.13,0,0,1
10858,2011,3,29,9,97.0,-3,8.0,1028.0,7.15,0,0,1
10859,2011,3,29,10,99.0,-3,10.0,1027.0,8.94,0,0,1
10860,2011,3,29,11,107.0,-3,12.0,1026.0,1.79,0,0,3
10861,2011,3,29,12,101.0,-4,15.0,1025.0,1.79,0,0,1
10862,2011,3,29,13,94.0,-4,19.0,1024.0,1.79,0,0,3
10863,2011,3,29,14,70.0,-10,21.0,1022.0,3.58,0,0,3
10864,2011,3,29,15,49.0,-10,21.0,1022.0,4.02,0,0,2
10865,2011,3,29,16,59.0,-10,21.0,1021.0,7.15,0,0,2
10866,2011,3,29,17,60.0,-11,20.0,1021.0,11.17,0,0,2
10867,2011,3,29,18,51.0,-10,19.0,1021.0,14.3,0,0,2
10868,2011,3,29,19,55.0,-10,18.0,1021.0,17.43,0,0,2
10869,2011,3,29,20,73.0,-11,17.0,1021.0,21.45,0,0,2
10870,2011,3,29,21,70.0,-10,15.0,1022.0,25.47,0,0,2
10871,2011,3,29,22,67.0,-9,15.0,1022.0,29.49,0,0,2
10872,2011,3,29,23,64.0,-8,11.0,1022.0,0.89,0,0,0
10873,2011,3,30,0,75.0,-6,8.0,1022.0,0.89,0,0,3
10874,2011,3,30,1,87.0,-6,7.0,1022.0,1.34,0,0,3
10875,2011,3,30,2,96.0,-6,4.0,1021.0,1.79,0,0,1
10876,2011,3,30,3,103.0,-5,4.0,1021.0,0.89,0,0,3
10877,2011,3,30,4,115.0,-4,4.0,1021.0,0.89,0,0,1
10878,2011,3,30,5,112.0,-6,2.0,1021.0,2.68,0,0,1
10879,2011,3,30,6,95.0,-5,3.0,1022.0,3.57,0,0,1
10880,2011,3,30,7,87.0,-5,7.0,1023.0,0.89,0,0,3
10881,2011,3,30,8,95.0,-5,9.0,1023.0,1.78,0,0,3
10882,2011,3,30,9,123.0,-5,11.0,1023.0,1.79,0,0,2
10883,2011,3,30,10,136.0,-5,14.0,1023.0,0.89,0,0,3
10884,2011,3,30,11,143.0,-4,16.0,1022.0,2.68,0,0,3
10885,2011,3,30,12,152.0,-4,19.0,1021.0,4.47,0,0,3
10886,2011,3,30,13,132.0,-6,21.0,1020.0,4.02,0,0,2
10887,2011,3,30,14,104.0,-8,22.0,1019.0,9.83,0,0,2
10888,2011,3,30,15,84.0,-8,23.0,1018.0,14.75,0,0,2
10889,2011,3,30,16,66.0,-8,22.0,1017.0,20.56,0,0,2
10890,2011,3,30,17,50.0,-10,21.0,1016.0,27.71,0,0,2
10891,2011,3,30,18,57.0,-10,19.0,1016.0,30.84,0,0,2
10892,2011,3,30,19,77.0,-9,15.0,1016.0,33.97,0,0,2
10897,2011,3,31,0,148.0,-3,12.0,1017.0,8.5,0,0,2
10906,2011,3,31,9,204.0,1,12.0,1017.0,1.78,0,0,3
10907,2011,3,31,10,212.0,2,14.0,1017.0,1.79,0,0,2
10912,2011,3,31,15,188.0,3,22.0,1013.0,1.79,0,0,3
10913,2011,3,31,16,179.0,3,21.0,1012.0,3.13,0,0,2
10914,2011,3,31,17,166.0,3,20.0,1012.0,6.26,0,0,2
10915,2011,3,31,18,168.0,3,19.0,1013.0,0.89,0,0,3
10918,2011,3,31,21,295.0,4,12.0,1015.0,0.89,0,0,3
10919,2011,3,31,22,328.0,3,14.0,1016.0,3.13,0,0,0
10920,2011,3,31,23,287.0,3,14.0,1016.0,6.26,0,0,0
10922,2011,4,1,1,222.0,1,15.0,1017.0,15.2,0,0,0
10923,2011,4,1,2,147.0,-3,15.0,1018.0,21.01,0,0,0
10924,2011,4,1,3,51.0,-4,14.0,1019.0,26.82,0,0,0
10925,2011,4,1,4,23.0,-5,13.0,1021.0,36.65,0,0,0
10926,2011,4,1,5,19.0,-5,12.0,1022.0,44.7,0,0,0
10927,2011,4,1,6,18.0,-6,11.0,1023.0,52.75,0,0,0
10928,2011,4,1,7,15.0,-8,11.0,1025.0,60.8,0,0,0
10929,2011,4,1,8,18.0,-9,10.0,1026.0,69.74,0,0,0
10930,2011,4,1,9,25.0,-10,10.0,1027.0,77.79,0,0,0
10931,2011,4,1,10,17.0,-11,10.0,1028.0,85.84,0,0,0
10932,2011,4,1,11,18.0,-13,11.0,1028.0,91.65,0,0,0
10933,2011,4,1,12,20.0,-15,11.0,1028.0,97.46,0,0,0
10934,2011,4,1,13,17.0,-16,11.0,1028.0,102.38,0,0,0
10935,2011,4,1,14,15.0,-16,11.0,1027.0,107.3,0,0,0
10936,2011,4,1,15,16.0,-10,11.0,1027.0,7.15,0,0,1
10937,2011,4,1,16,23.0,-7,10.0,1028.0,12.07,0,0,1
10938,2011,4,1,17,34.0,-5,9.0,1028.0,17.88,0,0,1
10939,2011,4,1,18,19.0,-3,7.0,1029.0,3.13,0,1,0
10940,2011,4,1,19,25.0,1,6.0,1030.0,3.13,0,2,1
10941,2011,4,1,20,33.0,2,5.0,1030.0,7.15,0,3,2
10942,2011,4,1,21,36.0,3,5.0,1031.0,3.13,0,4,1
10943,2011,4,1,22,33.0,3,5.0,1032.0,4.02,0,5,2
10944,2011,4,1,23,23.0,2,4.0,1032.0,0.89,0,6,3
10946,2011,4,2,1,30.0,2,4.0,1032.0,4.02,0,0,1
10947,2011,4,2,2,48.0,3,4.0,1031.0,8.04,0,0,1
10948,2011,4,2,3,44.0,2,4.0,1031.0,11.17,0,0,1
10949,2011,4,2,4,56.0,2,4.0,1031.0,15.19,0,0,1
10950,2011,4,2,5,46.0,2,4.0,1031.0,18.32,0,0,1
10951,2011,4,2,6,32.0,1,3.0,1031.0,21.45,0,0,1
10952,2011,4,2,7,54.0,2,4.0,1032.0,24.58,0,0,1
10953,2011,4,2,8,89.0,3,6.0,1032.0,27.71,0,0,1
10954,2011,4,2,9,79.0,-1,8.0,1032.0,31.73,0,0,1
10955,2011,4,2,10,45.0,-6,10.0,1032.0,1.79,0,0,3
10956,2011,4,2,11,68.0,-6,11.0,1031.0,3.58,0,0,3
10957,2011,4,2,12,158.0,-8,11.0,1030.0,6.71,0,0,3
10958,2011,4,2,13,178.0,-12,13.0,1029.0,8.5,0,0,3
10959,2011,4,2,14,63.0,-13,13.0,1028.0,11.63,0,0,3
10960,2011,4,2,15,108.0,-12,13.0,1026.0,13.42,0,0,3
10961,2011,4,2,16,92.0,-12,14.0,1026.0,15.21,0,0,3
10962,2011,4,2,17,127.0,-10,14.0,1025.0,3.13,0,0,2
10963,2011,4,2,18,11.0,-10,12.0,1025.0,6.26,0,0,2
10964,2011,4,2,19,5.0,-7,11.0,1025.0,10.28,0,0,2
10965,2011,4,2,20,24.0,-2,10.0,1026.0,15.2,0,0,2
10966,2011,4,2,21,5.0,-2,9.0,1026.0,19.22,0,0,2
10967,2011,4,2,22,5.0,-2,9.0,1026.0,23.24,0,0,2
10968,2011,4,2,23,55.0,-1,8.0,1026.0,27.26,0,0,2
10969,2011,4,3,0,79.0,-1,7.0,1027.0,1.79,0,0,3
10970,2011,4,3,1,124.0,0,4.0,1027.0,0.89,0,0,2
10971,2011,4,3,2,143.0,-1,4.0,1027.0,0.89,0,0,0
10972,2011,4,3,3,186.0,-1,2.0,1027.0,3.13,0,0,1
10973,2011,4,3,4,167.0,-2,3.0,1027.0,4.92,0,0,1
10974,2011,4,3,5,184.0,-2,2.0,1027.0,6.71,0,0,1
10975,2011,4,3,6,172.0,-5,0.0,1027.0,9.84,0,0,1
10976,2011,4,3,7,149.0,-5,3.0,1028.0,13.86,0,0,1
10977,2011,4,3,8,156.0,-7,8.0,1028.0,16.99,0,0,1
10978,2011,4,3,9,144.0,-10,11.0,1028.0,21.01,0,0,1
10979,2011,4,3,10,135.0,-10,13.0,1028.0,25.03,0,0,1
10980,2011,4,3,11,94.0,-12,15.0,1027.0,29.05,0,0,1
10981,2011,4,3,12,105.0,-14,17.0,1026.0,32.18,0,0,1
10982,2011,4,3,13,50.0,-13,17.0,1024.0,1.79,0,0,3
10983,2011,4,3,14,167.0,-13,18.0,1024.0,4.02,0,0,1
10984,2011,4,3,15,138.0,-14,18.0,1022.0,7.15,0,0,1
10985,2011,4,3,16,170.0,-13,19.0,1022.0,1.79,0,0,3
10986,2011,4,3,17,89.0,-14,18.0,1021.0,4.02,0,0,2
10987,2011,4,3,18,108.0,-13,17.0,1021.0,8.04,0,0,2
10992,2011,4,3,23,86.0,-7,13.0,1023.0,29.05,0,0,2
10993,2011,4,4,0,65.0,-7,11.0,1023.0,32.18,0,0,2
10994,2011,4,4,1,88.0,-4,7.0,1023.0,0.89,0,0,3
10995,2011,4,4,2,80.0,-3,6.0,1023.0,1.34,0,0,3
10996,2011,4,4,3,125.0,-5,5.0,1023.0,0.89,0,0,1
10997,2011,4,4,4,123.0,-5,4.0,1023.0,1.78,0,0,1
10998,2011,4,4,5,151.0,-6,5.0,1023.0,3.57,0,0,1
10999,2011,4,4,6,174.0,-5,3.0,1024.0,4.46,0,0,1
11000,2011,4,4,7,241.0,-6,6.0,1025.0,5.35,0,0,1
11001,2011,4,4,8,132.0,-9,10.0,1025.0,7.14,0,0,1
11002,2011,4,4,9,159.0,-8,14.0,1025.0,1.79,0,0,3
11003,2011,4,4,10,138.0,-8,16.0,1026.0,1.79,0,0,1
11004,2011,4,4,11,177.0,-9,17.0,1025.0,3.58,0,0,1
11005,2011,4,4,12,149.0,-8,20.0,1024.0,3.13,0,0,2
11006,2011,4,4,13,192.0,-9,20.0,1023.0,7.15,0,0,2
11007,2011,4,4,14,171.0,-9,21.0,1022.0,11.17,0,0,2
11008,2011,4,4,15,211.0,-9,22.0,1021.0,15.19,0,0,2
11009,2011,4,4,16,124.0,-11,21.0,1021.0,21.0,0,0,2
11010,2011,4,4,17,170.0,-11,20.0,1020.0,26.81,0,0,2
11011,2011,4,4,18,52.0,-12,18.0,1021.0,31.73,0,0,2
